"Taxon Name", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Puccinellia fasciculata", "yes", "1", "1", "Puccinellia fasciculata (Torrey) E.P. Bicknell", "(Torrey) E.P. Bicknell", "Puccinellia fasciculata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Coleanthinae;Puccinellia"
"Rosa gallica", "yes", "1", "1", "Rosa gallica Linnaeus", "Linnaeus", "Rosa gallica", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Roseae;Rosa;Rosa subg. Rosa;Rosa sect. Gallicae"
"Rosa rubiginosa var. nemoralis", "yes", "1", "1", "Rosa rubiginosa var. nemoralis (Léman) Thory", "(Léman) Thory", "Rosa rubiginosa var. nemoralis", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Roseae;Rosa;Rosa subg. Rosa;Rosa sect. Caninae;Rosa rubiginosa"
"Rubus illecebrosus", "yes", "1", "1", "Rubus illecebrosus Focke", "Focke", "Rubus illecebrosus", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Rubeae;Rubus"
"Rumex alpinus", "yes", "1", "1", "Rumex alpinus Linnaeus", "Linnaeus", "Rumex alpinus", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Polygonaceae;Polygonoideae;Rumiceae;Rumex"
"Salix elaeagnos", "yes", "1", "1", "Salix elaeagnos Scopoli", "Scopoli", "Salix elaeagnos", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malpighiales;Salicaceae;Saliceae;Salix;Salix subg. Vetrix;Salix sect. Canae"
"Salix triandra", "yes", "1", "1", "Salix triandra Linnaeus", "Linnaeus", "Salix triandra", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malpighiales;Salicaceae;Saliceae;Salix;Salix subg. Salix;Salix sect. Triandrae"
"Scirpus expansus", "yes", "1", "1", "Scirpus expansus Fernald", "Fernald", "Scirpus expansus", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Cyperoideae;Scirpeae;Scirpus"
"Scirpus longii", "yes", "1", "1", "Scirpus longii Fernald", "Fernald", "Scirpus longii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Cyperoideae;Scirpeae;Scirpus"
"Sematophyllum demissum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sematophyllum marylandicum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Senecio squalidus", "yes", "1", "1", "Senecio squalidus Linnaeus", "Linnaeus", "Senecio squalidus", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Senecioneae;Senecio"
"Sisyrinchium angustifolium", "yes", "2", "1", "Sisyrinchium montanum var. crebrum Fernald", "auct. non Miller", "Sisyrinchium angustifolium", "species", "", "synonym", "6210"
"Sisyrinchium angustifolium", "yes", "2", "2", "Sisyrinchium angustifolium Miller", "Miller", "Sisyrinchium angustifolium", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Iridaceae;Iridoideae;Sisyrinchieae;Sisyrinchium;Sisyrinchium sect. Sisyrinchium"
"Sisyrinchium atlanticum", "yes", "1", "1", "Sisyrinchium atlanticum E.P. Bicknell", "E.P. Bicknell", "Sisyrinchium atlanticum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Iridaceae;Iridoideae;Sisyrinchieae;Sisyrinchium"
"Sisyrinchium fuscatum", "yes", "1", "1", "Sisyrinchium fuscatum E.P. Bicknell", "E.P. Bicknell", "Sisyrinchium fuscatum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Iridaceae;Iridoideae;Sisyrinchieae;Sisyrinchium"
"Smilax rotundifolia", "yes", "1", "1", "Smilax rotundifolia Linnaeus", "Linnaeus", "Smilax rotundifolia", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Smilacaceae;Smilax"
"Solidago fistulosa", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Solidago latissimifolia", "yes", "1", "1", "Solidago latissimifolia Miller", "Miller", "Solidago latissimifolia", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Solidago;Solidago sect. Solidago;Solidago subsect. Venosae"
"Solidago rugosa var. sphagnophila", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Solidago ulmifolia", "yes", "1", "1", "Solidago ulmifolia Muhlenberg ex Willdenow", "Muhlenberg ex Willdenow", "Solidago ulmifolia", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Solidago;Solidago sect. Solidago;Solidago subsect. Venosae"
"Solidago ulmifolia var. ulmifolia", "yes", "1", "1", "Solidago ulmifolia Muhlenberg ex Willdenow var. ulmifolia", "Muhlenberg ex Willdenow", "Solidago ulmifolia var. ulmifolia", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Solidago;Solidago sect. Solidago;Solidago subsect. Venosae;Solidago ulmifolia"
"Sphagnum affine", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sphagnum cyclophyllum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sphagnum lescurii", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sphagnum macrophyllum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sphagnum pylaesii", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sphagnum recurvum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Sphagnum viride", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Spiraea corymbosa", "yes", "1", "1", "Spiraea corymbosa Rafinesque", "Rafinesque", "Spiraea corymbosa", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Spiraeeae;Spiraea"
"Spiraea japonica", "yes", "1", "1", "Spiraea japonica Linnaeus f.", "Linnaeus f.", "Spiraea japonica", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Spiraeeae;Spiraea"
"Spiraea prunifolia", "yes", "1", "1", "Spiraea prunifolia Siebold & Zuccarini", "Siebold & Zuccarini", "Spiraea prunifolia", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Spiraeeae;Spiraea"
"Spiraea ?-vanhouttei", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Spiranthes casei var. casei", "yes", "1", "1", "Spiranthes casei Catling & Cruise var. casei", "Catling & Cruise", "Spiranthes casei var. casei", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Cranichideae;Spiranthinae;Spiranthes;Spiranthes casei"
"Spiranthes casei var. novaescotiae", "yes", "1", "1", "Spiranthes casei var. novaescotiae Catling", "Catling", "Spiranthes casei var. novaescotiae", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Cranichideae;Spiranthinae;Spiranthes;Spiranthes casei"
"Spiranthes lacera var. gracilis", "yes", "1", "1", "Spiranthes lacera var. gracilis (Bigelow) Luer", "(Bigelow) Luer", "Spiranthes lacera var. gracilis", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Orchidoideae;Cranichideae;Spiranthinae;Spiranthes;Spiranthes lacera"
"Symphyotrichum pilosum var. pringlei", "yes", "1", "1", "Symphyotrichum pilosum var. pringlei (A. Gray) G.L. Nesom", "(A. Gray) G.L. Nesom", "Symphyotrichum pilosum var. pringlei", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Symphyotrichum;Symphyotrichum subg. Symphyotrichum;Symphyotrichum sect. Symphyotrichum;Symphyotrichum pilosum"
"Symphyotrichum undulatum", "yes", "1", "1", "Symphyotrichum undulatum (Linnaeus) G.L. Nesom", "(Linnaeus) G.L. Nesom", "Symphyotrichum undulatum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Symphyotrichum;Symphyotrichum subg. Symphyotrichum;Symphyotrichum sect. Symphyotrichum"
"Syntrichia papillosa", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Tanacetum balsamita", "yes", "1", "1", "Tanacetum balsamita Linnaeus", "Linnaeus", "Tanacetum balsamita", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Anthemideae;Anthemidinae;Tanacetum"
"Timmia norvegica var. excurrens", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Triadenum virginicum", "yes", "1", "1", "Hypericum virginicum Linnaeus", "(Linnaeus) Rafinesque", "Triadenum virginicum", "species", "Ruhfel, B.R., V. Bittrich, C.P. Bove, M. H. Gustafsson, C.T. Philbrick, R. Rutishauser, Z. Xi & C.C. Davis. 2011. phylogeny of the clusioid clade (Malpighiales): Evidence from the plastid and mitochondrial genomes. American Journal of Botany 98(2): 306-325", "synonym", "NULL"
"Trichostomum brachydontium", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Trillium grandiflorum", "yes", "1", "1", "Trillium grandiflorum (Michaux) Salisbury", "(Michaux) Salisbury", "Trillium grandiflorum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Melanthiaceae;Parideae;Trillium;Trillium subg. Trillium"
"Veronica agrestis", "yes", "1", "1", "Veronica agrestis Linnaeus", "Linnaeus", "Veronica agrestis", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Plantaginaceae;Veroniceae;Veronica;Veronica subg. Pocilla"
"Viola sagittata var. sagittata", "yes", "1", "1", "Viola sagittata Aiton var. sagittata", "Aiton", "Viola sagittata var. sagittata", "variety", "FNA Editorial Committee. 2015. Flora of North America north of Mexico. Volume 6: Magnoliophyta: Cucurbitaceae to Droseraceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malpighiales;Violaceae;Violoideae;Violeae;Viola;Viola sagittata"
"Woodwardia areolata", "yes", "1", "1", "Lorinseria areolata (Linnaeus) C. Presl", "(Linnaeus) T. Moore", "Woodwardia areolata", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "synonym", "NULL"
"Xyris difformis", "yes", "1", "1", "Xyris difformis Chapman", "Chapman", "Xyris difformis", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Xyridaceae;Xyridoideae;Xyris"
"Xyris difformis var. difformis", "yes", "1", "1", "Xyris difformis Chapman var. difformis", "Chapman", "Xyris difformis var. difformis", "variety", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Xyridaceae;Xyridoideae;Xyris;Xyris difformis"
"Zygodon conoideus", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Zygodon viridissimus var. viridissimus", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Elyhordeum montanense", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Braya glabella subsp. prostrata", "yes", "1", "1", "Braya glabella subsp. prostrata J.G. Harris", "J.G. Harris", "Braya glabella subsp. prostrata", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Euclidieae;Braya;Braya glabella"
"Braya humilis subsp. ellesmerensis", "yes", "1", "1", "Braya humilis subsp. ellesmerensis J.G. Harris", "J.G. Harris", "Braya humilis subsp. ellesmerensis", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Euclidieae;Braya;Braya humilis"
"Braya thorild-wulffii subsp. glabrata", "yes", "1", "1", "Braya thorild-wulffii subsp. glabrata J.G. Harris", "J.G. Harris", "Braya thorild-wulffii subsp. glabrata", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Euclidieae;Braya;Braya thorild-wulffii"
"Braya thorild-wulffii subsp. thorild-wulffii", "yes", "1", "1", "Braya thorild-wulffii Ostenfeld subsp. thorild-wulffii", "Ostenfeld", "Braya thorild-wulffii subsp. thorild-wulffii", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Euclidieae;Braya;Braya thorild-wulffii"
"Calliergon orbicularicordatum", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Draba arctogena", "yes", "1", "1", "Draba arctogena (E. Ekman) E. Ekman", "(E. Ekman) E. Ekman", "Draba arctogena", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
